job_id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,required_skills,certifications,posting_date,current_job_openings,required_qualifications,industry_demand,hiring_trends,candidate_profiles,recruitment_timelines
444,2021,SE,FT,Cyber Security Engineer,150000,USD,150000,US,50,US,L,"Azure, SOC",None,2023-03-20,63,Experience-Based,Medium,Declining,Mixed,Fast
445,2021,MI,FT,Penetration Tester,28000,GBP,38513,GB,100,GB,S,None,CEH,2023-03-21,94,Master's Degree,Medium,Stable,Experienced,Fast
446,2021,MI,FT,Information Security Analyst,55000,USD,55000,US,50,US,L,Network Security,AWS Security,2023-03-22,63,Certification Only,Low,Declining,Entry-Level,Fast
447,2022,SE,FT,Information Security Manager,260000,USD,260000,US,100,US,L,"Azure, SOC",AWS Security,2023-03-23,17,Experience-Based,Medium,Growing,Entry-Level,Moderate
448,2021,EX,FT,Cyber Security Architect,50000,USD,50000,HR,50,HR,L,"AWS, Kubernetes",CISSP,2023-03-24,43,Experience-Based,High,Declining,Experienced,Slow
449,2022,MI,FT,Information Security Manager,115000,CAD,90218,CA,100,CA,L,"AWS, Kubernetes",CISSP,2023-03-25,32,Master's Degree,Low,Growing,Entry-Level,Slow
450,2021,SE,FT,Information Security Manager,145000,USD,145000,US,0,US,L,"Python, Security+",None,2023-03-26,93,Master's Degree,Low,Growing,Mixed,Slow
451,2021,SE,FT,Information Security Manager,135000,USD,135000,US,0,US,L,"Azure, SOC",AWS Security,2023-03-27,65,Bachelor's Degree,Medium,Stable,Experienced,Slow
452,2021,MI,FT,Information Security Analyst,88000,USD,88000,US,0,US,L,Network Security,CEH,2023-03-28,20,Experience-Based,Low,Stable,Experienced,Moderate
453,2021,MI,FT,Information Security Analyst,84000,USD,84000,US,0,US,L,None,CEH,2023-03-29,6,Bachelor's Degree,Medium,Declining,Experienced,Slow
454,2021,SE,FT,Cloud Security Engineer,120000,USD,120000,US,100,US,M,None,CEH,2023-03-30,86,Experience-Based,Medium,Growing,Entry-Level,Fast
455,2022,SE,FT,Security Engineer,146000,USD,146000,US,100,US,L,Network Security,CISSP,2023-03-31,21,Bachelor's Degree,Low,Growing,Entry-Level,Moderate
456,2022,EN,FT,Digital Forensics Analyst,108000,CAD,84727,CA,50,CA,L,"Python, Security+",CEH,2023-04-01,34,Master's Degree,Medium,Stable,Mixed,Moderate
457,2022,EN,FT,Application Security Analyst,71500,CAD,56092,CA,0,CA,L,None,CISSP,2023-04-02,17,Certification Only,Medium,Stable,Mixed,Fast
458,2022,EX,FT,Chief Information Security Officer,12000,GBP,15397,GB,100,GB,M,"Azure, SOC",CISSP,2023-04-03,97,Master's Degree,Medium,Declining,Experienced,Fast
459,2022,EN,FT,Cyber Threat Analyst,60000,USD,60000,US,100,US,M,"Python, Security+",None,2023-04-04,98,Bachelor's Degree,Medium,Growing,Mixed,Slow
460,2022,SE,FT,Vulnerability Management Engineer,175000,USD,175000,US,100,US,L,"Azure, SOC",CEH,2023-04-05,86,Bachelor's Degree,Low,Stable,Entry-Level,Fast
461,2022,SE,FT,Cyber Security Architect,160000,USD,160000,US,100,US,L,"AWS, Kubernetes",CEH,2023-04-06,17,Certification Only,High,Declining,Mixed,Moderate
462,2022,SE,CT,Application Security Engineer,200000,USD,200000,BR,100,CA,L,"Python, Security+",AWS Security,2023-04-07,47,Experience-Based,High,Growing,Entry-Level,Moderate
463,2022,MI,FT,Infrastructure Security Engineer,130000,USD,130000,US,100,US,M,None,None,2023-04-08,89,Bachelor's Degree,Medium,Growing,Mixed,Moderate
464,2021,SE,FT,Incident Response Analyst,150000,AUD,112575,AU,100,AU,L,"Python, Security+",AWS Security,2023-04-09,98,Bachelor's Degree,Medium,Stable,Entry-Level,Slow
465,2021,EN,FT,Cyber Security Analyst,84300,USD,84300,US,100,US,L,"Python, Security+",None,2023-04-10,25,Bachelor's Degree,Medium,Declining,Entry-Level,Slow
466,2022,EN,FT,Penetration Testing Engineer,50000,USD,50000,US,100,US,S,"Python, Security+",CEH,2023-04-11,59,Certification Only,High,Stable,Mixed,Fast
467,2022,EN,FT,Incident Response Analyst,85000,USD,85000,US,100,US,L,"Python, Security+",CISSP,2023-04-12,85,Master's Degree,Medium,Declining,Mixed,Slow
468,2022,MI,FT,Information Security Manager,171200,USD,171200,US,100,US,L,"Azure, SOC",CISSP,2023-04-13,44,Bachelor's Degree,Low,Growing,Entry-Level,Slow
469,2021,MI,FT,Information Security Analyst,66000,USD,66000,US,100,US,L,"AWS, Kubernetes",CISSP,2023-04-14,87,Certification Only,Low,Declining,Experienced,Moderate
470,2022,EX,FT,Head of Security,270000,USD,270000,US,50,US,L,Network Security,CISSP,2023-04-15,19,Bachelor's Degree,Low,Declining,Mixed,Moderate
471,2022,MI,FT,Information Security Analyst,84583,USD,84583,US,0,US,L,"Python, Security+",CISSP,2023-04-16,77,Experience-Based,High,Declining,Entry-Level,Fast
472,2021,EN,FT,Security Analyst,70000,USD,70000,US,0,US,L,None,AWS Security,2023-04-17,56,Certification Only,Medium,Declining,Mixed,Moderate
473,2022,EN,FT,Penetration Tester,63000,USD,63000,US,50,US,L,"Python, Security+",None,2023-04-18,78,Bachelor's Degree,Medium,Declining,Mixed,Slow
474,2022,SE,FT,Information Security Manager,57000,EUR,61707,NL,100,NL,L,None,CEH,2023-04-19,99,Certification Only,Medium,Stable,Mixed,Fast
475,2021,MI,FT,Azure Security Engineer,56400,GBP,77576,GB,100,GB,L,"Azure, SOC",AWS Security,2023-04-20,57,Bachelor's Degree,High,Declining,Mixed,Fast
476,2022,SE,FT,IT Security Manager,950000,SEK,97982,SE,0,SE,L,None,None,2023-04-21,91,Master's Degree,High,Declining,Mixed,Moderate
477,2022,EN,FT,IT Security Manager,110000,USD,110000,US,50,US,M,Network Security,CISSP,2023-04-22,56,Bachelor's Degree,High,Growing,Experienced,Moderate
478,2021,EN,FT,Cyber Security Analyst,53000,USD,53000,US,50,US,M,"AWS, Kubernetes",None,2023-04-23,34,Certification Only,High,Declining,Experienced,Moderate
479,2021,EN,FT,SOC Analyst,55000,USD,55000,US,50,US,S,None,None,2023-04-24,37,Experience-Based,Low,Growing,Experienced,Fast
480,2021,SE,FT,Security Analyst,180000,USD,180000,US,100,US,L,None,CISSP,2023-04-25,61,Experience-Based,High,Stable,Entry-Level,Moderate
481,2022,SE,FT,Threat Hunting Lead,61000,USD,61000,HU,50,HU,L,"AWS, Kubernetes",CISSP,2023-04-26,56,Experience-Based,High,Stable,Experienced,Slow
482,2022,MI,FT,Security Specialist,55000,GBP,70569,GB,50,GB,S,Network Security,CISSP,2023-04-27,13,Bachelor's Degree,High,Declining,Experienced,Fast
483,2021,MI,FT,Cyber Threat Analyst,84000,EUR,99292,DE,50,DE,L,"Python, Security+",CEH,2023-04-28,58,Master's Degree,Medium,Stable,Entry-Level,Moderate
484,2022,MI,FT,Information Security Officer,2202,USD,2202,ET,0,ET,L,None,CISSP,2023-04-29,5,Bachelor's Degree,Medium,Declining,Experienced,Slow
485,2022,EN,FT,Information Security Specialist,70000,CAD,54915,CA,100,CA,L,"AWS, Kubernetes",CEH,2023-04-30,48,Experience-Based,Medium,Stable,Mixed,Slow
486,2022,SE,FT,Information Security Specialist,106000,USD,106000,US,100,US,L,"Azure, SOC",CISSP,2023-05-01,79,Certification Only,Low,Declining,Experienced,Moderate
487,2021,MI,FT,SOC Analyst,56000,GBP,77026,GB,100,GB,L,"AWS, Kubernetes",CEH,2023-05-02,84,Experience-Based,Low,Declining,Experienced,Slow
488,2022,MI,FT,Cyber Security Engineer,98000,USD,98000,US,100,US,L,"Azure, SOC",None,2023-05-03,13,Certification Only,High,Growing,Experienced,Fast
489,2020,SE,FT,Cyber Threat Analyst,125000,USD,125000,US,50,US,L,Network Security,AWS Security,2023-05-04,36,Master's Degree,Medium,Growing,Mixed,Fast
490,2022,SE,FT,Cyber Security Engineer,1500000,INR,19568,IN,0,IN,S,"Python, Security+",None,2023-05-05,19,Certification Only,Low,Growing,Mixed,Slow
491,2021,SE,FT,Information Security Manager,50000,EUR,59102,IT,100,IT,S,"AWS, Kubernetes",None,2023-05-06,16,Bachelor's Degree,Medium,Growing,Mixed,Fast
492,2022,MI,FT,Incident Response Analyst,160000,USD,160000,US,100,US,L,None,CISSP,2023-05-07,82,Bachelor's Degree,Low,Declining,Mixed,Moderate
493,2022,SE,FT,Security Analyst,467000,MXN,23001,MX,100,MX,L,Network Security,CEH,2023-05-08,61,Bachelor's Degree,Low,Stable,Entry-Level,Slow
494,2022,EX,FT,Chief Information Security Officer,102500,EUR,110965,DE,100,DE,M,"AWS, Kubernetes",AWS Security,2023-05-09,12,Certification Only,High,Declining,Mixed,Fast
495,2022,SE,FT,Penetration Testing Engineer,150000,USD,150000,US,100,US,M,None,CISSP,2023-05-10,76,Bachelor's Degree,High,Growing,Mixed,Moderate
496,2022,EN,FT,IT Security Analyst,76000,USD,76000,US,50,US,L,"AWS, Kubernetes",CISSP,2023-05-11,31,Bachelor's Degree,Low,Growing,Mixed,Moderate
497,2022,SE,FT,Security Researcher,480000,ILS,145499,IL,50,IL,M,"Azure, SOC",CISSP,2023-05-12,66,Bachelor's Degree,High,Stable,Mixed,Fast
498,2021,EX,FT,Chief Information Security Officer,310000,USD,310000,US,50,US,L,"AWS, Kubernetes",None,2023-05-13,16,Master's Degree,Low,Growing,Entry-Level,Slow
499,2022,MI,FT,Information Security Analyst,46000,GBP,59021,GB,100,GB,L,"AWS, Kubernetes",CEH,2023-05-14,69,Certification Only,Low,Declining,Experienced,Moderate
500,2022,MI,FT,Cyber Security Specialist,65000,EUR,70368,NL,50,NL,L,"AWS, Kubernetes",CEH,2023-05-15,46,Certification Only,Medium,Declining,Experienced,Moderate
501,2022,MI,FT,Incident Response Analyst,155000,CAD,121599,CA,100,US,L,Network Security,AWS Security,2023-05-16,66,Experience-Based,High,Declining,Mixed,Moderate
502,2021,MI,FT,Incident Response Manager,99980,USD,99980,US,100,US,L,"AWS, Kubernetes",CEH,2023-05-17,15,Certification Only,High,Declining,Mixed,Moderate
503,2021,MI,FT,Cyber Threat Analyst,145000,USD,145000,US,100,US,L,None,CEH,2023-05-18,47,Master's Degree,High,Declining,Mixed,Slow
504,2022,EN,FT,Cyber Security Specialist,79000,USD,79000,US,50,US,M,"Azure, SOC",CISSP,2023-05-19,99,Certification Only,Medium,Stable,Experienced,Fast
505,2021,MI,FT,Incident Response Lead,120000,USD,120000,US,100,US,L,"Azure, SOC",CISSP,2023-05-20,21,Master's Degree,Medium,Declining,Experienced,Fast
506,2022,EX,FT,Head of Security,210000,USD,210000,US,100,US,L,"AWS, Kubernetes",None,2023-05-21,36,Master's Degree,Medium,Growing,Mixed,Fast
507,2022,MI,FT,Cyber Threat Intelligence Analyst,125000,USD,125000,US,100,US,M,Network Security,CISSP,2023-05-22,97,Certification Only,High,Growing,Experienced,Moderate
508,2022,SE,FT,Security Analyst,115000,USD,115000,US,100,US,L,Network Security,CISSP,2023-05-23,89,Experience-Based,High,Growing,Entry-Level,Slow
509,2021,SE,FT,Incident Response Lead,225000,USD,225000,US,100,US,L,None,CISSP,2023-05-24,89,Bachelor's Degree,High,Growing,Mixed,Fast
510,2022,SE,FT,Cyber Security Engineer,38000,EUR,41138,ES,100,ES,M,"AWS, Kubernetes",CISSP,2023-05-25,44,Bachelor's Degree,Medium,Stable,Mixed,Slow
511,2022,EN,FT,SOC Analyst,52000,CAD,40794,CA,100,CA,L,"Azure, SOC",None,2023-05-26,27,Certification Only,Medium,Growing,Entry-Level,Fast
512,2022,EX,FT,Chief Information Security Officer,250000,EUR,270647,IT,50,IT,L,Network Security,CISSP,2023-05-27,60,Certification Only,Low,Stable,Entry-Level,Moderate
513,2022,SE,FT,Detection Engineer,710000,GBP,910991,GB,100,GB,L,"AWS, Kubernetes",AWS Security,2023-05-28,10,Master's Degree,Medium,Growing,Experienced,Fast
514,2022,EX,FT,Information Security Manager,153000,USD,153000,US,100,US,L,Network Security,AWS Security,2023-05-29,90,Certification Only,Low,Stable,Entry-Level,Moderate
515,2020,MI,FT,Incident Response Lead,38000,EUR,43338,IE,100,IE,L,Network Security,AWS Security,2023-05-30,54,Master's Degree,High,Stable,Mixed,Moderate
516,2022,SE,FT,Corporate Security Engineer,180000,USD,180000,US,100,US,M,"Azure, SOC",AWS Security,2023-05-31,41,Experience-Based,Medium,Stable,Experienced,Fast
517,2021,MI,FT,Cyber Threat Intelligence Analyst,120000,USD,120000,US,100,US,L,"Python, Security+",CISSP,2023-06-01,68,Certification Only,High,Growing,Entry-Level,Slow
518,2022,MI,FT,Cyber Security Analyst,107000,USD,107000,US,100,US,L,None,AWS Security,2023-06-02,58,Bachelor's Degree,High,Stable,Experienced,Moderate
519,2022,SE,FT,Security Engineering Manager,20000,USD,20000,PK,0,PK,L,None,CISSP,2023-06-03,76,Bachelor's Degree,High,Declining,Experienced,Slow
520,2022,EN,FT,Cyber Security Analyst,65000,USD,65000,US,100,US,L,"Azure, SOC",None,2023-06-04,53,Certification Only,High,Declining,Experienced,Fast
521,2021,SE,FT,Penetration Tester,150000,USD,150000,CA,100,CA,S,Network Security,AWS Security,2023-06-05,15,Master's Degree,Medium,Growing,Experienced,Moderate
522,2022,SE,FT,Security Analyst,57000,GBP,73135,GB,100,GB,L,"AWS, Kubernetes",CEH,2023-06-06,92,Bachelor's Degree,High,Declining,Entry-Level,Slow
523,2021,SE,FT,Security Engineering Manager,305000,USD,305000,US,100,US,L,Network Security,AWS Security,2023-06-07,53,Master's Degree,Low,Declining,Mixed,Moderate
524,2022,SE,FT,Security Researcher,500000,USD,500000,US,100,US,L,"Azure, SOC",AWS Security,2023-06-08,25,Certification Only,Medium,Declining,Mixed,Fast
525,2021,SE,FT,Information Systems Security Engineer,125000,USD,125000,US,100,US,L,None,CISSP,2023-06-09,70,Certification Only,High,Growing,Entry-Level,Moderate
526,2022,EN,FT,Cyber Threat Intelligence Analyst,51000,GBP,65437,GB,50,GB,L,Network Security,AWS Security,2023-06-10,67,Bachelor's Degree,Medium,Growing,Mixed,Fast
527,2021,SE,FT,Staff Security Engineer,140000,USD,140000,US,50,US,L,None,CEH,2023-06-11,87,Certification Only,Low,Declining,Experienced,Slow
528,2022,SE,FT,Information Security Architect,297000,USD,297000,US,50,US,L,"AWS, Kubernetes",CISSP,2023-06-12,32,Experience-Based,High,Growing,Experienced,Moderate
529,2021,MI,FT,Information Security Analyst,46560,USD,46560,US,100,US,L,None,CISSP,2023-06-13,21,Experience-Based,Low,Stable,Experienced,Slow
530,2022,SE,FT,Cyber Security Analyst,96000,USD,96000,US,100,US,L,None,None,2023-06-14,10,Bachelor's Degree,High,Declining,Entry-Level,Fast
531,2022,SE,FT,Penetration Tester,130000,USD,130000,US,100,US,L,"Python, Security+",None,2023-06-15,23,Experience-Based,Low,Growing,Experienced,Fast
532,2022,SE,FT,Information Security Manager,100000,GBP,128308,GB,100,NO,L,"Python, Security+",AWS Security,2023-06-16,60,Master's Degree,High,Growing,Experienced,Slow
533,2021,SE,FT,Security Engineering Manager,71500,GBP,98346,GB,100,NO,L,"Python, Security+",None,2023-06-17,32,Bachelor's Degree,Medium,Declining,Entry-Level,Slow
534,2021,SE,CT,Cyber Security Specialist,260000,PLN,67307,PL,100,PL,S,None,None,2023-06-18,70,Bachelor's Degree,High,Growing,Experienced,Fast
535,2022,EN,FT,Cyber Threat Intelligence Analyst,36500,EUR,39514,FR,50,FR,L,"Azure, SOC",None,2023-06-19,42,Master's Degree,Medium,Declining,Experienced,Slow
536,2022,SE,FT,Security Researcher,82000,EUR,88772,DE,100,US,L,None,CISSP,2023-06-20,41,Experience-Based,High,Growing,Mixed,Fast
537,2022,SE,FT,Cyber Security Analyst,129000,USD,129000,US,100,US,L,"Azure, SOC",CISSP,2023-06-21,72,Experience-Based,High,Stable,Entry-Level,Slow
538,2022,SE,FT,Cyber Security Engineer,155000,USD,155000,US,100,US,L,"Azure, SOC",CISSP,2023-06-22,90,Experience-Based,Low,Declining,Experienced,Fast
539,2021,SE,FT,Cyber Security Architect,125000,USD,125000,US,100,US,L,"Python, Security+",None,2023-06-23,94,Bachelor's Degree,Low,Stable,Experienced,Fast
540,2020,EN,FT,SOC Analyst,73000,USD,73000,US,0,US,M,Network Security,CISSP,2023-06-24,53,Bachelor's Degree,Low,Declining,Experienced,Moderate
541,2021,SE,FT,Cyber Security Engineer,170000,USD,170000,US,100,US,L,"AWS, Kubernetes",None,2023-06-25,47,Experience-Based,High,Growing,Experienced,Fast
542,2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,L,"Python, Security+",CISSP,2023-06-26,40,Certification Only,High,Stable,Mixed,Fast
543,2022,EN,FT,Cyber Security Analyst,70000,USD,70000,US,100,US,M,"Python, Security+",CISSP,2023-06-27,62,Experience-Based,High,Growing,Mixed,Moderate
544,2021,MI,FT,Information Security Analyst,98000,USD,98000,US,100,US,L,Network Security,CEH,2023-06-28,17,Master's Degree,Medium,Declining,Mixed,Moderate
545,2022,SE,FT,Cyber Threat Intelligence Analyst,143000,USD,143000,US,100,US,L,"AWS, Kubernetes",AWS Security,2023-06-29,56,Bachelor's Degree,Medium,Declining,Mixed,Slow
546,2021,MI,FT,Security Engineer,83500,USD,83500,US,0,US,L,None,None,2023-06-30,62,Master's Degree,High,Declining,Entry-Level,Slow
547,2022,MI,FT,Security Operations Analyst,120000,USD,120000,US,100,US,L,None,CEH,2023-07-01,36,Master's Degree,Low,Declining,Experienced,Fast
548,2022,MI,FT,Security Engineer,120000,USD,120000,US,100,US,M,"Python, Security+",CISSP,2023-07-02,85,Bachelor's Degree,Low,Declining,Mixed,Slow
549,2022,MI,FT,Cyber Security Analyst,20100,USD,20100,CR,100,US,L,"AWS, Kubernetes",None,2023-07-03,64,Certification Only,Low,Stable,Experienced,Slow
550,2022,EX,FT,Security Researcher,240000,USD,240000,US,100,US,L,"Python, Security+",CISSP,2023-07-04,87,Experience-Based,High,Declining,Entry-Level,Fast
551,2021,MI,FT,Cyber Threat Intelligence Analyst,97000,USD,97000,US,100,US,L,"Azure, SOC",AWS Security,2023-07-05,62,Master's Degree,Low,Growing,Experienced,Moderate
552,2022,SE,FT,Threat Intelligence Response Analyst,220000,USD,220000,US,100,US,L,"Python, Security+",CEH,2023-07-06,60,Bachelor's Degree,High,Stable,Experienced,Moderate
553,2022,EX,FT,Cyber Threat Intelligence Analyst,287500,USD,287500,US,50,US,L,"Python, Security+",AWS Security,2023-07-07,32,Master's Degree,Medium,Growing,Mixed,Fast
554,2022,SE,FT,Penetration Tester,150000,USD,150000,US,100,US,M,None,CEH,2023-07-08,5,Experience-Based,Low,Declining,Mixed,Fast
555,2021,SE,FT,Cyber Security Engineer,120000,USD,120000,US,100,US,L,None,CISSP,2023-07-09,46,Certification Only,Medium,Growing,Entry-Level,Fast
556,2021,SE,FT,Threat Intelligence Analyst,157000,USD,157000,US,100,US,L,None,AWS Security,2023-07-10,86,Certification Only,Low,Stable,Experienced,Fast
557,2021,SE,FT,Threat Intelligence Analyst,208000,USD,208000,JP,100,US,L,"Azure, SOC",AWS Security,2023-07-11,52,Certification Only,High,Stable,Mixed,Fast
558,2022,SE,FT,Security Specialist,100500,USD,100500,US,100,US,L,None,CISSP,2023-07-12,44,Bachelor's Degree,High,Stable,Mixed,Fast
559,2021,EX,FT,Incident Response Manager,175000,USD,175000,US,100,US,L,"AWS, Kubernetes",AWS Security,2023-07-13,67,Bachelor's Degree,High,Growing,Mixed,Slow
560,2022,SE,FT,Cyber Threat Intelligence Analyst,150000,USD,150000,US,100,US,L,Network Security,None,2023-07-14,80,Certification Only,High,Stable,Entry-Level,Slow
561,2022,EN,FT,Cyber Security Analyst,72000,USD,72000,US,100,US,L,"AWS, Kubernetes",CEH,2023-07-15,76,Experience-Based,Low,Growing,Experienced,Slow
562,2021,SE,FT,Cyber Threat Analyst,125000,USD,125000,US,100,US,L,"AWS, Kubernetes",CEH,2023-07-16,92,Experience-Based,Medium,Declining,Mixed,Moderate
563,2022,SE,FT,IT Security Manager,190000,USD,190000,US,50,US,L,None,CEH,2023-07-17,84,Bachelor's Degree,High,Declining,Experienced,Fast
564,2022,EN,FT,Security Analyst,65000,USD,65000,US,100,US,L,Network Security,None,2023-07-18,8,Certification Only,Low,Growing,Entry-Level,Fast
565,2022,MI,FT,Security Researcher,160000,USD,160000,US,50,US,S,Network Security,CEH,2023-07-19,42,Experience-Based,Medium,Stable,Experienced,Slow
566,2022,MI,FT,Cyber Security Analyst,90000,USD,90000,US,100,US,S,Network Security,CISSP,2023-07-20,31,Experience-Based,High,Growing,Mixed,Moderate
567,2022,SE,FT,Detection Engineer,360000,USD,360000,US,100,US,L,"Azure, SOC",AWS Security,2023-07-21,13,Experience-Based,Medium,Growing,Experienced,Slow
568,2022,SE,FT,Detection Engineer,200000,USD,200000,US,100,US,L,None,None,2023-07-22,20,Bachelor's Degree,High,Growing,Experienced,Fast
569,2021,EN,FT,SOC Analyst,32000,EUR,37825,PT,100,PT,L,Network Security,CEH,2023-07-23,60,Certification Only,Medium,Declining,Entry-Level,Fast
570,2022,MI,FT,Cloud Security Engineer,120000,USD,120000,US,100,US,L,"Azure, SOC",CISSP,2023-07-24,80,Master's Degree,Medium,Growing,Entry-Level,Slow
571,2022,EN,FT,Cyber Security Analyst,34000,USD,34000,US,100,US,L,"Python, Security+",AWS Security,2023-07-25,35,Certification Only,High,Declining,Experienced,Slow
572,2022,EN,FT,Cloud Security Architect,67000,GBP,85966,NG,100,GB,M,"Python, Security+",AWS Security,2023-07-26,92,Certification Only,Low,Growing,Experienced,Fast
573,2022,SE,FT,Offensive Security Engineer,40000,GBP,51323,IE,100,GB,S,"Azure, SOC",None,2023-07-27,18,Bachelor's Degree,Medium,Declining,Experienced,Slow
574,2022,MI,FT,Penetration Tester,165000,USD,165000,US,100,US,M,"Azure, SOC",None,2023-07-28,29,Experience-Based,High,Growing,Entry-Level,Fast
575,2022,SE,FT,Cyber Security Engineer,173000,USD,173000,US,50,US,L,None,None,2023-07-29,38,Experience-Based,Medium,Growing,Entry-Level,Slow
576,2021,MI,FT,Cyber Security Engineer,109000,USD,109000,US,0,US,L,None,CISSP,2023-07-30,71,Bachelor's Degree,Medium,Stable,Experienced,Moderate
577,2022,MI,FT,Threat Intelligence Analyst,126000,USD,126000,US,0,US,M,"Python, Security+",CISSP,2023-07-31,28,Bachelor's Degree,Low,Stable,Entry-Level,Fast
578,2022,MI,FT,Information Security Analyst,230000,USD,230000,US,50,US,L,Network Security,None,2023-08-01,77,Bachelor's Degree,Medium,Growing,Mixed,Moderate
579,2022,SE,FT,Information Security Specialist,112000,USD,112000,US,100,US,M,"Python, Security+",CEH,2023-08-02,30,Bachelor's Degree,Medium,Growing,Entry-Level,Slow
580,2022,SE,FT,Cyber Security Analyst,130000,USD,130000,US,50,US,L,Network Security,AWS Security,2023-08-03,24,Bachelor's Degree,High,Growing,Entry-Level,Moderate
581,2022,SE,FT,Enterprise Security Engineer,130000,USD,130000,US,100,US,L,Network Security,AWS Security,2023-08-04,68,Master's Degree,High,Growing,Entry-Level,Slow
582,2022,EN,FT,Cyber Security Analyst,58000,USD,58000,US,100,US,S,None,CISSP,2023-08-05,14,Certification Only,Low,Stable,Mixed,Moderate
583,2021,MI,FT,Vulnerability Management Engineer,69000,USD,69000,US,100,US,L,"AWS, Kubernetes",AWS Security,2023-08-06,87,Certification Only,Medium,Declining,Mixed,Moderate
584,2022,MI,FT,Cyber Security Specialist,145000,USD,145000,US,50,US,L,"AWS, Kubernetes",CEH,2023-08-07,71,Certification Only,Medium,Growing,Mixed,Moderate
585,2022,MI,FT,Information Security Officer,61000,USD,61000,US,0,US,M,"Azure, SOC",AWS Security,2023-08-08,28,Experience-Based,Medium,Stable,Experienced,Fast
586,2021,EN,FT,Information Security Analyst,70000,USD,70000,US,100,US,L,None,CISSP,2023-08-09,9,Master's Degree,Low,Growing,Experienced,Moderate
587,2021,SE,FT,Information Security Architect,126000,USD,126000,US,50,US,L,Network Security,CISSP,2023-08-10,71,Certification Only,Medium,Growing,Mixed,Slow
588,2022,SE,FT,Information Security Manager,67000,EUR,72533,DE,100,DE,L,"AWS, Kubernetes",CEH,2023-08-11,62,Experience-Based,High,Declining,Experienced,Slow
589,2021,EX,FT,Head of Security,145000,USD,145000,US,100,US,L,Network Security,CEH,2023-08-12,31,Master's Degree,Low,Growing,Experienced,Fast
590,2022,EN,FT,SOC Analyst,75000,USD,75000,US,100,US,L,"AWS, Kubernetes",AWS Security,2023-08-13,84,Master's Degree,High,Growing,Experienced,Fast
591,2022,MI,FT,Cyber Security Analyst,74900,USD,74900,US,0,US,L,"AWS, Kubernetes",AWS Security,2023-08-14,19,Experience-Based,High,Declining,Mixed,Slow
592,2021,MI,FT,Penetration Tester,55000,EUR,65013,DE,100,DE,M,"AWS, Kubernetes",CISSP,2023-08-15,39,Master's Degree,Low,Declining,Entry-Level,Moderate
593,2021,SE,FT,Cyber Security Analyst,87000,USD,87000,AE,50,US,L,None,CEH,2023-08-16,80,Experience-Based,High,Declining,Mixed,Slow
594,2021,EN,FT,Cyber Security Engineer,65000,USD,65000,US,100,US,L,"Python, Security+",CEH,2023-08-17,57,Certification Only,Medium,Declining,Mixed,Fast
595,2021,MI,FT,Security Researcher,45000,EUR,53192,PT,100,US,L,Network Security,CEH,2023-08-18,48,Experience-Based,Low,Stable,Experienced,Fast
596,2022,SE,FT,Information Security Manager,143000,USD,143000,US,50,US,L,None,AWS Security,2023-08-19,30,Master's Degree,High,Stable,Experienced,Slow
597,2022,SE,FT,Vulnerability Analyst,165000,USD,165000,US,100,US,L,None,CEH,2023-08-20,51,Certification Only,Medium,Stable,Entry-Level,Moderate
598,2022,MI,FT,Ethical Hacker,700000,NOK,75658,NO,50,NO,L,None,CISSP,2023-08-21,38,Certification Only,Medium,Growing,Entry-Level,Moderate
599,2022,SE,FT,Information Security Manager,130000,EUR,140736,DE,100,DE,L,None,CISSP,2023-08-22,91,Bachelor's Degree,High,Declining,Entry-Level,Fast
600,2021,MI,FT,Security Specialist,130000,USD,130000,US,100,US,L,None,AWS Security,2023-08-23,99,Bachelor's Degree,Medium,Declining,Entry-Level,Slow
601,2021,SE,FT,Cyber Threat Intelligence Analyst,125000,USD,125000,US,100,US,L,"Azure, SOC",None,2023-08-24,54,Master's Degree,Low,Stable,Mixed,Slow
602,2022,SE,FT,Incident Response Lead,112000,USD,112000,US,50,US,L,Network Security,AWS Security,2023-08-25,88,Experience-Based,High,Growing,Entry-Level,Fast
603,2022,SE,FT,Security Engineer,119500,USD,119500,US,100,US,L,None,None,2023-08-26,16,Experience-Based,Medium,Growing,Mixed,Slow
604,2021,EX,FT,Chief Information Security Officer,220500,USD,220500,US,100,US,L,Network Security,CEH,2023-08-27,91,Master's Degree,Medium,Growing,Experienced,Fast
605,2022,EN,FT,Security Analyst,70000,USD,70000,US,100,US,L,"Azure, SOC",AWS Security,2023-08-28,8,Certification Only,High,Stable,Entry-Level,Moderate
606,2022,SE,FT,IT Security Manager,172000,USD,172000,US,100,US,L,"Azure, SOC",CISSP,2023-08-29,91,Master's Degree,High,Growing,Experienced,Moderate
607,2022,SE,FT,Penetration Tester,118000,USD,118000,US,100,US,S,Network Security,CEH,2023-08-30,52,Master's Degree,High,Growing,Experienced,Slow
608,2021,SE,FT,Cyber Security Engineer,130000,EUR,153667,NL,100,US,L,"AWS, Kubernetes",CISSP,2023-08-31,59,Certification Only,High,Growing,Mixed,Moderate
609,2022,EX,FT,Chief Information Security Officer,300000,BRL,58624,BR,100,BR,L,"Python, Security+",CEH,2023-09-01,5,Experience-Based,Low,Declining,Entry-Level,Moderate
